Date,Close,High,Low,Open,Volume
2024-11-14,1228.1763916015625,1251.7046749655772,1223.4707349287596,1251.7046749655772,10510300
2024-11-15,1214.0594482421875,1228.176418570585,1204.6481346899225,1223.4707617944523,6830100
2024-11-18,1185.8255615234375,1218.765160454644,1185.8255615234375,1214.0595034644716,9682900
2024-11-19,1204.648193359375,1218.7651643753052,1190.5312223434448,1190.5312223434448,8581600
2024-11-20,1195.23681640625,1218.7651001937743,1190.5311596487452,1214.0594434362697,10593000
2024-11-21,1171.70849609375,1199.9424357586597,1167.0028394829317,1199.9424357586597,25820700
2024-11-22,1185.8255615234375,1204.648189484127,1176.4142475430929,1185.8255615234375,25077700
2024-11-25,1214.0594482421875,1256.41035922738,1190.531164361525,1190.531164361525,38369000
2024-11-26,1218.76513671875,1228.176450515806,1199.942509124638,1228.176450515806,18729100
2024-11-28,1214.0594482421875,1218.76510501832,1199.94247791379,1218.76510501832,16974400
2024-11-29,1209.353759765625,1214.0594164184097,1185.8254765017025,1209.353759765625,13080100
2024-12-02,1148.1802978515625,1209.353838310867,1148.1802978515625,1204.648181352459,15979400
2024-12-03,1134.063232421875,1176.4141415164677,1129.357575855809,1157.5915152522043,38599900
2024-12-04,1148.1802978515625,1171.7085826436028,1134.0633269763384,1138.7689839347463,37117700
2024-12-05,1138.7689208984375,1157.5915476901473,1134.06326420051,1157.5915476901473,13817800
2024-12-06,1138.7689208984375,1148.1802342942924,1129.3576075025826,1138.7689208984375,22950900
2024-12-09,1162.2972412109375,1171.7085549049532,1138.7689569758984,1138.7689569758984,27441100
2024-12-10,1162.2972412109375,1167.0028980579457,1152.8859275169218,1162.2972412109375,15518100
2024-12-11,1176.4141845703125,1185.8254980468748,1157.5915576171874,1162.297214355469,22065400
2024-12-12,1157.591552734375,1176.4141796081046,1148.1802392975103,1171.7085228896724,16663100
2024-12-13,1138.7689208984375,1152.88589099222,1129.3576075025826,1152.88589099222,16015500
2024-12-16,1129.357666015625,1148.180293782552,1124.6520090738932,1143.4746368408205,15066400
2024-12-17,1101.1236572265625,1134.0632538102632,1096.418000571748,1129.3575971554487,21107100
2024-12-18,1087.0067138671875,1119.9463112571025,1082.3010570971996,1101.123684177151,24313900
2024-12-19,1044.65576171875,1082.3010143932995,1039.9501051344314,1068.1840446403437,26931400
2024-12-20,1058.7728271484375,1058.7728271484375,1039.9501991102431,1044.6558561197917,10651000
2024-12-23,1072.8897705078125,1082.3010842841968,1063.4784567314282,1072.8897705078125,12581700
2024-12-24,1063.4783935546875,1082.3010199892838,1063.4783935546875,1068.184050163337,7787300
2024-12-27,1068.18408203125,1077.5953955293228,1063.4784252822135,1063.4784252822135,8187200
2024-12-30,1072.8897705078125,1072.8897705078125,1058.772799843236,1063.4784567314282,5928800
2025-01-02,1119.9462890625,1129.3576024159663,1077.5953789719013,1077.5953789719013,14632600
2025-01-03,1115.2406005859375,1129.3575702136077,1091.712317873154,1119.9462571284942,7598200
2025-01-06,1091.71240234375,1110.5350299703664,1082.3010885304418,1110.5350299703664,9904000
2025-01-07,1087.0067138671875,1091.7123706371754,1068.1840867872363,1091.7123706371754,11343500
2025-01-08,1077.595458984375,1096.4180870889056,1058.7728308798444,1082.3011160105077,8164200
2025-01-09,1063.4783935546875,1082.3010199892838,1063.4783935546875,1072.8897067719856,6074500
2025-01-10,1054.067138671875,1077.5954230172297,1054.067138671875,1063.4784524100166,9507700
2025-01-13,1016.421875,1049.361472800926,1007.0105613425926,1044.6558159722222,29112600
2025-01-14,988.1879272460938,1025.8331816173736,978.776613653274,1016.4218680245536,25207000
2025-01-15,1030.538818359375,1039.9501317690497,988.1879080158392,988.1879080158392,50261300
2025-01-16,1039.9501953125,1063.478480274321,1030.5388813277714,1049.3615092972284,56313700
2025-01-17,1021.1275024414062,1044.6557859077982,1011.7161890548496,1035.2444725212415,41021600
2025-01-20,1030.538818359375,1044.655788473887,1016.421848244863,1035.2444750642123,27122500
2025-01-21,1030.538818359375,1054.0671018835617,1021.1275049497004,1049.3614451787244,59439200
2025-01-22,1021.1275024414062,1039.9501292145198,1021.1275024414062,1035.2444725212415,15943500
2025-01-23,1021.1275024414062,1039.9501292145198,1021.1275024414062,1021.1275024414062,20373300
2025-01-24,1002.3048706054688,1030.538810622524,997.5992139359596,1025.833153953015,21273100
2025-01-30,959.9539794921876,1002.3048903521368,955.2483227299708,997.5992335899202,29905700
2025-01-31,983.4822387695312,997.5992087040222,964.6596121902102,964.6596121902102,32702000
2025-02-03,950.5426635742188,978.7766040764232,945.8370068238512,978.7766040764232,36238500
2025-02-04,945.8370361328124,964.6596637175452,941.1313792366294,959.954006821362,32212100
2025-02-05,936.4257202148438,950.5426908713488,931.720063329342,945.8370339858473,23461600
2025-02-06,912.8973999023438,945.8369968060366,898.7804298007611,936.4256834049814,44182900
2025-02-07,908.1917724609376,922.3087430173252,898.7804587566791,912.8974293130668,25124400
2025-02-10,889.369140625,908.1917679398148,884.6634837962963,908.1917679398148,30213200
2025-02-11,865.8408203125,898.7804167374321,851.7238504161005,884.6634468410326,29904200
2025-02-12,875.2521362304688,884.6634495232695,856.4295096448673,865.840822937668,25382900
2025-02-13,884.6634521484375,889.3691088088016,865.8408255069814,870.5464821673454,23550400
2025-02-14,917.6030883789062,927.0144021058694,879.9578334710536,884.6634903345353,28382800
2025-02-17,931.7200317382812,941.1313451901832,903.4860913825758,917.6030615604284,50965900
2025-02-18,936.4257202148438,950.5426908713488,922.3087495583384,931.720063329342,50424200
2025-02-19,908.1917724609376,941.131370425842,908.1917724609376,936.4257135737128,24651300
2025-02-20,903.486083984375,922.3087107340494,889.3691139221191,908.1917406717936,21047400
2025-02-21,879.9578247070312,903.486108790107,875.2521678904161,903.486108790107,21598700
2025-02-24,865.8408203125,889.3691034731658,865.8408203125,879.9577902088995,18996400
2025-02-25,856.4295043945312,875.2521308647407,847.0181911594265,865.840817629636,21777000
2025-02-26,847.0181884765625,875.252128092448,837.6068752712673,856.4295016818576,21909500
2025-02-27,842.3125610351562,865.8408448629539,832.9012475040372,847.0182178007158,21933700
2025-02-28,785.8446655273438,832.9012323253883,785.8446655273438,832.9012323253883,68591800
2025-03-03,828.1956176757812,842.3125884316185,804.6673330827193,818.7843038385565,56966800
2025-03-04,804.6672973632812,828.1955809119152,804.6672973632812,823.4899242021884,34389600
2025-03-05,828.1956176757812,856.4295591874557,804.6673330827193,804.6673330827193,60254500
2025-03-06,823.4899291992188,851.7238696289062,818.7842724609375,828.1955859374999,53402400
2025-03-07,804.6672973632812,818.7842674924616,799.9616406535545,818.7842674924616,54271800
2025-03-10,804.6672973632812,809.372954073008,795.2559839438277,804.6672973632812,26620700
2025-03-11,795.2559814453125,804.6672948351978,785.8446680554272,795.2559814453125,29637300
2025-03-12,799.961669921875,809.3729836856618,795.2560130399817,795.2560130399817,21068000
2025-03-13,781.1390380859375,814.0786360775131,776.4333812299981,809.3729792215738,40218500
2025-03-14,771.7277221679688,785.8446926954316,767.0220653254811,781.139035852944,25513000
2025-03-17,781.1390380859375,781.1390380859375,767.0220675181193,771.7277243740588,18909400
2025-03-18,776.433349609375,790.5503196022728,752.9050662878788,781.1390062736742,56509300
2025-03-19,781.1390380859375,795.2560086537557,767.0220675181193,776.4333812299981,27700900
2025-03-20,767.0220336914062,809.3729435271281,752.9050637461656,785.8446602850604,43989600
2025-03-21,724.671142578125,767.0220535080155,724.671142578125,767.0220535080155,64153800
2025-03-24,738.7880859375,762.3163689291401,710.5541463475319,734.082429339172,57407100
2025-03-25,771.7277221679688,776.4333790104564,738.7881242705555,738.7881242705555,39877400
2025-03-26,842.3125610351562,851.7238745662753,790.5503366140014,790.5503366140014,110143000
2025-03-27,832.9012451171875,851.7238721254855,804.6673046047405,837.6069018692621,74403600
