Date,Close,High,Low,Open,Volume
2024-11-14,2828.065185546875,2877.68036424068,2818.142149808114,2867.757328501919,13632800
2024-11-15,2828.065185546875,2857.834292763158,2798.296078330592,2818.142149808114,13313800
2024-11-18,2828.065185546875,2877.68036424068,2768.526971114309,2837.988221285636,19242600
2024-11-19,2758.60400390625,2837.9882917884443,2758.60400390625,2828.06525580317,22631900
2024-11-20,2748.680908203125,2798.2960870515567,2728.834836663752,2778.450015512184,13910100
2024-11-21,2669.296630859375,2778.450024686338,2639.5275234520213,2748.6809172789845,32387300
2024-11-22,2927.295654296875,2947.141726529396,2669.2967152741,2699.065823622881,55326200
2024-11-25,2927.295654296875,3016.6029793432203,2897.526545948093,2927.295654296875,44523400
2024-11-26,2897.526611328125,2957.064829369114,2887.60357498796,2957.064829369114,10893000
2024-11-28,2887.603515625,2927.2956601696737,2857.834407216495,2907.4495878973366,12985800
2024-11-29,2877.680419921875,2897.526491783405,2837.9882761988147,2887.60345585264,10188500
2024-12-02,2818.142333984375,2907.4496614697955,2808.219297597106,2897.5266250825266,17742700
2024-12-03,2917.37255859375,2937.2186304209185,2867.7573790258293,2867.7573790258293,21282500
2024-12-04,2976.910888671875,2986.833924967448,2917.3726708984377,2927.2957071940104,30144600
2024-12-05,2947.1416015625,2966.987672953493,2907.4494587805134,2966.987672953493,12003400
2024-12-06,2957.064697265625,2966.98773316249,2917.372553678167,2937.2186254718963,15564600
2024-12-09,2986.833984375,3006.6800573608803,2957.0648748961794,2957.0648748961794,19293600
2024-12-10,2947.1416015625,2996.756780039983,2927.2955301715065,2986.8337443444866,18116800
2024-12-11,2947.1416015625,2986.8337443444866,2927.2955301715065,2947.1416015625,13940800
2024-12-12,2877.680419921875,2937.218635506465,2877.680419921875,2937.218635506465,18882800
2024-12-13,2877.680419921875,2927.2955995757006,2857.834348060345,2887.60345585264,17077500
2024-12-16,2828.065185546875,2887.603399979441,2808.219114069353,2877.68036424068,18416300
2024-12-17,2738.758056640625,2857.834493885869,2738.758056640625,2828.0653845745583,18973400
2024-12-18,2659.373779296875,2758.604144196012,2649.450742806961,2738.758071216185,30612600
2024-12-19,2619.681640625,2639.527713660038,2540.2973484848485,2579.9894945549245,23178400
2024-12-20,2728.8349609375,2748.681033380682,2609.758526278409,2639.527634943182,23631800
2024-12-23,2778.4501953125,2818.142340959821,2738.7580496651785,2758.6041224888395,22118300
2024-12-24,2728.8349609375,2788.3731782670457,2728.8349609375,2778.450142045455,9029200
2024-12-27,2748.680908203125,2778.450015512184,2718.911800894066,2728.834836663752,14507300
2024-12-30,2708.98876953125,2768.5269842462226,2679.2196621737635,2758.603948460394,13156600
2025-01-02,2758.60400390625,2778.4500758767986,2679.219716024056,2708.988823979879,16650600
2025-01-03,2718.911865234375,2768.5270452569,2708.98882922987,2758.604009252395,7518300
2025-01-06,2689.142822265625,2758.604075977283,2669.29674977658,2728.834967243716,10821600
2025-01-07,2669.296630859375,2699.0657382667287,2649.4505592544724,2689.142702464277,7671900
2025-01-08,2629.6044921875,2669.296635465802,2599.835384728773,2669.296635465802,17744900
2025-01-09,2679.2197265625,2689.142762586805,2639.527582465278,2639.527582465278,9893500
2025-01-10,2679.2197265625,2718.9118706597224,2679.2197265625,2679.2197265625,12201800
2025-01-13,2699.06591796875,2718.911990894991,2639.527699190028,2679.2198450425094,16752700
2025-01-14,2649.45068359375,2708.9889012025983,2639.5276473256085,2699.065864934457,10992900
2025-01-15,2728.8349609375,2758.604069602273,2639.527634943182,2649.4506711647728,33141000
2025-01-16,2679.2197265625,2798.2961588541666,2679.2197265625,2778.450086805556,29027500
2025-01-17,2738.758056640625,2748.6810930777287,2649.450728706692,2689.1428744551063,17352300
2025-01-20,2748.680908203125,2768.5269797424976,2728.834836663752,2748.680908203125,12253900
2025-01-21,2857.83447265625,2897.526618109809,2758.6041090223525,2768.527145385742,41306800
2025-01-22,2818.142333984375,2887.6035886952577,2808.219297597106,2867.75751592072,20107700
2025-01-23,2857.83447265625,2887.6035817464194,2837.9883999294702,2887.6035817464194,10077900
2025-01-24,2837.98828125,2887.603460992133,2808.21917340472,2887.603460992133,10699700
2025-01-30,2857.83447265625,2877.6805453830293,2788.373218112521,2837.9883999294702,13015600
2025-01-31,2907.449462890625,2937.218570019198,2837.9882129239545,2867.757320052528,28554200
2025-02-03,2897.526611328125,2917.3726840084546,2837.988393287136,2887.60357498796,28538000
2025-02-04,2957.064697265625,3006.679876749948,2897.526481884438,2907.4495177813023,41765200
2025-02-05,2927.295654296875,2957.0647626456566,2897.526545948093,2957.0647626456566,16159100
2025-02-06,2857.83447265625,2957.0648362901475,2837.9883999294702,2947.141799926758,29218200
2025-02-07,2996.7568359375,3026.525943579263,2847.911297728684,2867.7573694898592,45690700
2025-02-10,3026.526123046875,3046.372195984887,2976.9109407018445,2996.7570136398567,36451300
2025-02-11,2976.910888671875,3066.2182153320314,2957.064816080729,3026.52607014974,30231600
2025-02-12,2976.910888671875,2976.910888671875,2907.4496346028645,2976.910888671875,15457200
2025-02-13,2976.910888671875,2996.756961263021,2957.064816080729,2976.910888671875,6766600
2025-02-14,2957.064697265625,2996.756840853084,2947.1416613687607,2976.910769059354,7992500
2025-02-17,3016.60302734375,3026.526063617907,2917.372664602179,2957.0648096988075,16922400
2025-02-18,3046.3720703125,3105.910286670399,2986.8338539546007,3016.6029621335506,49356700
2025-02-19,2966.98779296875,3105.9102983251464,2966.98779296875,3056.295117840719,24460800
2025-02-20,2907.449462890625,2996.756784276344,2907.449462890625,2966.9876771477707,17541400
2025-02-21,3006.679931640625,3006.679931640625,2877.680462626341,2907.4495708604063,16940000
2025-02-24,3046.3720703125,3046.3720703125,2966.987781835301,3006.6799260739003,18359200
2025-02-25,2966.98779296875,3076.14119003449,2957.0647568718646,3046.3720817438334,18359400
2025-02-26,2847.911376953125,2996.7569193025915,2808.219232326601,2966.987810832698,22816300
